price,rating,refresh_rate,screen_size,ram,storage
877.32,3.6,120,6.1,4,1024
1323.01,4.3,144,6.1,16,256
1422.89,4.8,90,5.3,12,64
995.04,4.7,165,5.6,8,64
1785.28,4.4,60,7.1,6,512
1913.92,4.0,144,6.4,16,64
1526.54,3.2,90,6.9,4,512
459.1,3.3,165,7.5,4,512
1110.61,3.5,165,5.1,16,512
1303.22,4.0,60,6.5,6,1024
1237.78,4.2,165,5.7,16,64
1206.64,4.0,144,5.1,12,1024
1451.89,4.1,60,6.6,12,128
578.41,3.4,90,6.5,6,256
1297.1,3.8,60,7.3,6,128
1065.46,5.0,60,6.6,6,128
1605.29,4.5,90,6.7,8,128
1350.41,4.3,60,5.6,6,64
1277.26,4.6,90,6.9,12,256
1514.37,3.6,144,5.1,4,128
402.77,4.0,90,6.8,6,128
1263.14,3.3,144,5.9,4,128
1774.12,4.9,90,5.9,6,128
1689.52,4.2,90,7.5,12,64
325.96,4.5,90,5.8,4,1024
433.4,3.4,120,7.2,4,1024
1849.93,5.0,165,7.1,4,256
893.26,3.7,144,5.3,6,64
1406.19,3.1,120,6.9,4,512
953.49,4.8,60,7.2,4,512
1770.39,4.2,120,5.5,4,256
174.57,4.3,144,5.0,16,256
1036.18,4.2,165,6.8,8,256
1390.15,4.3,165,6.2,12,128
1732.43,3.4,120,6.0,12,1024
344.33,3.9,165,7.1,16,128
1936.79,3.8,120,5.6,8,64
1060.91,4.0,144,6.0,12,128
953.06,4.4,60,6.3,8,64
545.11,4.2,165,7.4,6,64
1039.9,4.8,120,5.0,4,512
597.18,4.5,90,6.5,6,256
1190.16,3.7,90,6.9,8,512
708.73,5.0,90,5.6,16,128
1738.2,4.4,60,6.6,6,512
1622.98,4.3,144,6.2,4,128
829.54,3.7,144,5.7,16,64
1436.38,3.0,90,6.0,16,256
1763.02,3.5,120,6.6,12,128
1725.87,4.4,60,5.4,8,512
589.62,3.9,90,6.3,12,512
1901.51,3.6,144,6.8,8,128
1316.52,3.1,60,6.3,16,256
504.23,3.3,144,6.1,4,1024
1636.62,3.7,165,7.2,6,512
1957.53,4.7,90,5.9,6,256
952.37,3.3,60,6.7,4,512
1810.26,4.9,120,7.1,8,64
1872.41,3.5,144,6.9,12,64
734.27,4.2,60,6.1,4,64
188.03,4.1,165,7.4,12,1024
1982.39,3.0,90,6.3,8,64
920.8,3.8,165,5.1,16,1024
1503.66,3.8,90,5.4,6,1024
762.57,3.6,120,5.1,12,1024
1732.97,4.4,165,6.7,4,64
336.37,4.9,144,5.6,4,512
809.81,3.1,165,7.0,4,1024
926.6,3.5,120,6.4,8,64
766.31,4.7,60,5.1,4,1024
1713.94,4.0,90,5.2,12,512
1192.5,4.6,120,5.3,12,512
1534.03,4.5,60,5.3,4,512
1939.85,4.5,165,5.2,16,512
871.19,3.3,90,5.8,4,64
1391.89,4.6,120,7.0,16,1024
1258.39,4.7,90,6.0,8,512
1695.56,3.4,144,7.3,12,512
1507.87,4.0,120,5.2,12,128
1103.67,4.1,165,5.5,6,64
628.52,3.8,120,7.4,16,128
1165.97,3.4,144,6.0,4,512
1231.12,3.3,60,7.1,4,128
830.44,3.9,165,5.3,12,128
1788.78,4.6,120,7.3,4,512
1577.18,4.7,90,5.3,12,512
1621.09,4.7,90,6.5,12,512
1549.49,3.2,90,5.2,8,1024
349.65,4.0,60,5.8,8,64
495.36,4.2,120,6.2,16,128
1439.93,4.0,60,6.4,16,128
241.14,3.5,90,7.1,4,64
584.32,3.6,144,7.1,6,64
793.75,4.3,90,5.8,8,1024
772.97,3.8,90,6.9,16,128
481.83,4.3,165,6.1,12,512
1624.29,4.1,120,5.0,6,1024
695.28,4.3,60,5.1,12,1024
688.55,3.2,120,6.2,6,64
1373.73,4.2,120,6.0,16,512
1365.95,4.5,60,6.7,12,128
419.55,3.3,144,6.0,6,1024
1971.9,3.7,120,5.6,12,256
997.71,3.9,144,5.3,8,512
1880.83,4.4,144,7.5,12,64
802.71,4.4,165,5.2,16,256
944.65,4.3,120,5.6,6,128
1946.69,4.1,165,6.1,4,128
349.86,4.7,60,7.3,4,128
1532.89,3.2,165,6.5,16,64
1598.76,3.6,165,5.4,12,64
260.04,4.1,165,6.4,16,256
1078.11,3.4,90,6.1,12,512
1991.84,3.1,144,6.7,16,256
846.0,3.4,165,5.4,8,1024
187.48,3.9,60,6.3,6,64
1043.43,4.4,144,5.9,4,512
765.36,4.2,120,6.9,8,64
1669.36,3.3,165,6.3,8,64
1409.14,4.2,90,5.6,4,512
1641.19,3.3,60,6.6,12,1024
1761.08,4.5,60,7.4,16,64
1324.09,4.5,144,6.1,8,512
200.39,4.5,144,6.2,4,1024
1289.31,4.7,120,7.2,6,128
278.27,3.0,144,7.0,4,512
1001.59,3.5,90,5.2,6,256
1558.52,4.9,60,5.8,4,128
863.05,3.9,165,5.7,4,512
486.42,4.1,165,5.4,16,128
591.59,4.6,120,5.3,8,128
1757.05,3.1,144,7.5,12,1024
1341.66,3.5,165,5.0,4,256
1610.01,3.3,90,5.6,4,128
174.22,3.5,60,7.1,12,512
1266.08,3.7,120,5.8,8,1024
518.46,3.9,60,5.1,8,256
544.23,3.2,60,7.1,8,256
1509.0,3.5,90,7.4,16,1024
580.26,3.4,165,7.3,12,256
415.81,3.7,90,6.8,16,256
469.52,3.0,60,7.2,8,128
1901.12,4.2,60,7.1,16,1024
1814.6,4.0,144,7.2,4,128
1153.02,4.8,60,5.7,4,128
844.02,3.9,90,7.3,8,512
501.47,3.5,120,6.6,16,512
854.79,3.5,90,5.5,6,512
1908.87,4.6,144,6.8,6,512
1561.51,3.7,144,6.3,6,512
173.32,4.1,90,7.1,6,128
960.75,3.6,144,5.4,12,64
1719.42,3.5,90,7.0,12,512
1426.12,4.3,144,5.4,16,512
415.95,4.0,144,7.3,4,512
993.47,3.3,60,5.8,6,128
374.92,3.7,60,6.9,6,64
1301.75,3.3,120,6.7,6,128
1421.54,3.5,144,5.9,6,64
987.2,3.1,165,6.0,4,64
834.11,4.0,90,6.6,16,256
760.82,3.0,165,5.6,12,64
1450.92,3.9,165,5.1,16,1024
1089.99,4.2,90,5.4,8,256
1975.73,4.8,165,5.0,12,256
1230.66,3.3,120,7.4,4,512
652.79,4.7,90,6.4,8,128
1915.29,4.7,165,6.9,12,512
1643.09,4.4,90,5.1,12,128
1597.81,3.6,60,6.9,8,512
755.18,3.3,165,7.2,4,256
959.4,3.6,90,6.1,16,64
837.37,4.1,90,7.1,6,128
671.04,4.1,120,6.9,16,64
1438.46,3.2,90,5.3,8,256
178.2,4.9,90,6.3,4,64
1025.6,4.9,120,6.7,16,128
709.92,4.6,165,6.9,6,512
1743.45,4.1,120,7.1,16,256
1767.76,4.8,165,6.4,8,256
985.32,4.5,90,5.5,8,64
1225.83,3.8,90,6.4,8,256
468.21,4.5,120,7.0,16,1024
1043.86,3.6,90,7.2,4,1024
1956.64,4.7,120,7.5,6,64
1321.01,4.9,90,7.5,8,1024
459.06,3.4,144,6.3,6,64
263.32,4.6,165,7.0,4,256
1220.93,4.8,144,6.5,16,512
1609.37,3.1,90,5.7,4,64
239.08,3.8,90,6.0,12,256
1318.04,4.2,60,6.1,4,512
379.67,3.3,165,5.9,16,128
1235.93,4.6,90,5.5,16,1024
1614.47,4.7,90,5.6,6,1024
773.87,5.0,60,7.5,4,256
814.75,4.0,144,7.4,16,128
1869.14,4.2,120,6.9,12,64
1770.22,4.5,165,7.1,8,128
1399.22,3.3,144,6.8,6,256
409.16,3.5,120,5.6,12,512
1833.93,4.6,120,7.2,4,64
1297.14,4.8,120,5.4,6,64
1493.66,3.3,120,5.3,4,256
1051.84,3.2,120,5.3,12,128
283.74,4.5,144,6.5,12,64
1006.35,4.8,60,6.6,16,64
1347.92,3.6,120,5.8,6,256
877.56,3.5,90,7.1,16,512
1659.54,4.8,60,5.9,16,64
1845.81,3.1,60,5.2,8,128
436.76,4.9,60,5.4,12,256
487.33,4.1,120,5.1,6,512
485.93,4.4,120,7.2,16,128
1805.65,4.2,90,5.4,4,128
1414.82,4.2,90,5.2,16,64
1740.97,3.2,144,5.2,6,1024
1921.07,4.7,90,6.4,4,256
503.31,3.4,144,6.8,12,1024
523.97,4.5,90,5.7,6,128
965.53,4.1,120,6.1,16,128
908.73,4.4,60,6.5,4,64
1957.35,4.1,120,6.7,8,256
630.99,3.7,90,5.9,4,1024
1619.45,3.8,165,6.4,8,256
1029.63,4.4,120,7.2,8,128
1404.49,3.6,60,5.3,4,64
988.41,3.1,165,6.2,6,1024
1807.78,4.7,120,5.4,8,1024
737.91,4.3,60,5.3,12,64
1481.94,3.7,60,6.8,12,64
683.62,4.5,90,5.4,12,256
1238.16,4.8,90,7.5,6,1024
1912.89,4.6,90,5.1,6,64
519.86,4.6,144,6.6,6,64
1115.84,4.4,120,6.5,4,64
1715.36,4.2,60,6.3,6,512
1875.09,3.9,90,7.3,16,512
1991.27,3.1,120,5.2,16,1024
1608.35,3.3,165,5.6,16,64
949.5,3.6,90,5.1,4,64
1658.08,3.1,165,5.2,4,128
1960.21,3.8,90,7.2,6,1024
315.42,3.5,90,6.2,4,1024
250.67,4.2,90,6.1,6,256
1521.12,4.9,90,6.5,8,1024
1088.18,3.8,90,6.1,6,256
576.43,4.0,90,6.4,16,256
480.99,3.5,165,7.4,6,128
890.94,4.6,165,7.3,12,128
1113.25,4.3,120,6.6,4,1024
1231.17,4.8,144,7.3,8,1024
1385.19,4.6,165,5.9,6,128
1998.26,4.4,60,6.4,8,128
1546.35,3.4,165,6.4,16,1024
1990.01,3.2,120,7.2,4,512
1419.02,4.4,144,6.8,4,128
480.49,3.9,90,7.4,8,128
259.29,5.0,144,6.2,4,512
1906.67,4.0,144,6.1,12,64
921.28,3.2,120,7.2,16,64
815.94,3.9,144,5.1,6,1024
732.92,4.6,120,7.0,16,512
980.79,3.5,90,5.7,12,1024
350.04,4.8,165,6.8,4,1024
915.77,4.8,90,5.7,4,1024
1234.19,3.1,144,6.4,16,1024
1788.33,3.9,120,5.6,12,64
1646.23,4.3,144,5.2,4,128
1381.14,4.5,120,6.6,12,1024
521.69,5.0,165,6.5,12,512
1001.55,3.7,165,7.3,16,256
1940.83,3.7,120,5.3,12,64
686.23,4.4,165,6.4,16,256
1937.18,4.3,60,5.1,4,512
1603.44,3.0,60,6.6,4,64
921.99,4.2,144,5.9,4,512
426.81,4.3,60,5.4,4,512
595.77,4.8,60,7.1,16,1024
426.96,4.8,90,7.3,4,128
1728.55,4.1,60,7.5,16,1024
1943.23,4.5,60,6.4,8,1024
1970.42,4.8,90,6.1,4,64
1277.78,4.4,165,5.8,12,256
1316.86,4.7,90,6.0,6,128
597.92,3.7,120,5.7,6,1024
1721.92,4.2,144,6.6,4,64
1969.24,4.5,165,5.9,6,64
340.29,3.1,144,6.6,6,128
739.59,3.8,120,6.1,12,256
442.15,4.4,90,7.4,16,256
420.0,4.3,144,5.2,6,512
1535.67,3.8,90,5.4,6,512
776.96,4.5,90,6.0,8,64
217.7,3.0,90,6.0,16,256
1173.15,4.2,120,6.3,12,512
1093.89,3.0,60,5.1,12,512
1181.28,3.8,60,6.9,16,1024
378.17,4.1,165,7.1,12,128
561.23,4.0,90,5.1,8,512
1239.98,3.5,90,7.1,16,64
1140.73,3.8,144,6.8,6,512
1218.1,3.2,90,6.5,4,512
1660.96,4.5,120,6.0,4,512
826.31,4.0,90,6.2,16,64
997.41,3.2,60,5.0,6,1024
567.19,4.4,144,7.3,12,512
523.95,4.8,144,6.8,6,512
1480.96,4.1,120,7.2,4,128
1923.53,3.9,144,6.5,4,512
179.03,3.1,165,7.2,8,64
1100.78,3.7,120,5.2,12,512
276.08,4.9,60,6.5,12,512
306.84,3.1,144,5.2,4,1024
1989.34,4.7,144,7.0,6,64
582.95,4.5,144,6.1,8,256
1360.36,3.2,120,5.0,16,128
1487.68,3.4,165,6.4,4,64
694.52,3.8,165,6.7,16,256
778.93,4.3,60,5.4,6,256
397.05,4.1,60,6.7,8,256
1796.38,4.8,165,6.0,8,512
1385.51,4.1,165,5.5,12,128
1882.34,3.6,144,6.7,6,512
807.89,3.7,90,5.8,6,64
1951.15,3.3,144,6.6,6,1024
1428.59,4.6,144,5.4,8,256
717.35,4.8,165,6.8,4,256
697.18,3.2,144,7.5,16,64
1444.03,3.4,120,7.2,6,256
223.82,4.8,90,7.1,16,256
1507.51,3.4,144,7.5,16,1024
1940.02,3.7,144,6.9,8,512
892.08,3.3,165,5.7,8,64
702.91,4.4,144,6.0,4,512
701.4,4.8,60,5.4,12,256
1863.14,4.7,120,5.2,4,1024
1840.59,4.5,165,7.5,12,256
379.51,4.6,165,6.9,12,1024
189.34,4.2,90,5.3,6,64
1744.98,5.0,60,5.1,4,64
614.02,3.2,90,7.1,4,256
1263.39,4.5,60,6.1,12,64
785.08,3.9,90,6.4,16,512
1303.5,3.3,165,6.6,8,64
1539.96,4.0,90,6.6,12,64
1961.56,3.9,60,6.9,4,512
614.62,3.0,90,6.8,16,128
1196.09,3.7,60,6.5,6,256
493.98,4.0,144,5.2,16,256
1059.04,3.8,120,5.5,12,256
601.6,4.7,165,6.4,16,64
1724.35,4.8,144,7.2,12,512
1567.4,3.3,144,6.1,8,256
1286.93,3.7,60,6.7,12,1024
1148.53,3.6,165,6.9,4,512
1304.02,4.1,165,5.5,6,256
1407.87,5.0,120,6.2,12,256
1705.27,4.3,60,6.8,6,1024
1397.31,4.9,90,5.4,8,64
988.86,3.7,60,6.8,6,512
190.14,3.6,60,5.6,12,1024
570.6,4.2,90,6.4,16,1024
1762.18,3.3,165,6.6,8,1024
511.09,4.4,60,7.3,8,256
215.92,4.5,90,7.5,12,256
1162.71,3.2,90,6.1,16,64
1617.21,3.0,144,7.3,4,128
1099.22,4.0,144,5.1,4,512
1121.88,4.6,165,5.2,4,1024
1076.4,3.9,144,6.6,16,1024
489.83,3.4,165,5.2,8,64
819.65,3.4,60,6.6,16,64
789.58,4.8,120,6.1,16,1024
914.91,4.3,144,5.2,8,64
965.39,4.0,120,5.1,6,512
1997.73,3.8,144,6.4,6,128
1628.2,4.2,120,6.8,4,128
724.88,4.6,144,5.9,4,512
1096.54,3.0,60,7.4,12,512
334.21,3.1,165,5.9,8,256
1583.22,4.3,90,7.3,8,256
1058.56,4.8,60,6.9,4,64
1541.05,3.3,120,6.1,6,512
1890.92,4.2,144,6.6,6,1024
1983.49,4.6,120,5.3,16,512
1744.94,4.7,165,5.6,6,64
1494.31,4.0,120,6.6,6,512
384.77,3.6,165,6.1,16,128
1555.63,3.5,120,6.0,6,128
511.17,3.7,90,5.3,4,1024
1980.56,3.4,165,5.6,4,64
1399.23,4.7,144,7.0,6,64
722.84,4.8,60,6.4,6,256
1670.83,3.7,144,6.2,8,64
1082.56,4.8,60,6.1,6,1024
790.44,3.3,165,6.4,8,256
1979.61,4.7,60,5.4,16,256
910.46,3.0,90,7.0,6,128
1795.92,4.5,165,6.1,4,1024
1885.96,3.6,120,6.8,6,1024
712.4,4.0,144,5.5,4,64
882.98,3.6,90,7.5,12,512
1788.03,4.7,165,6.6,4,1024
1237.03,3.8,165,5.3,6,64
1908.06,3.3,120,6.8,16,512
721.48,4.6,90,5.6,4,512
1662.68,3.5,165,6.3,4,64
1299.05,4.0,144,7.2,12,256
864.46,3.3,120,7.0,8,64
1782.31,3.8,90,5.5,16,512
390.35,3.7,165,7.2,8,64
1028.33,3.7,120,5.3,4,128
174.49,4.5,120,5.3,16,512
945.7,3.8,90,5.5,4,256
819.45,3.9,144,6.5,16,128
1773.92,4.6,120,6.5,12,256
1844.84,4.4,90,6.5,6,256
285.92,3.3,165,5.6,12,64
1309.93,4.7,60,6.1,16,512
1455.29,4.9,165,6.2,12,128
1972.35,4.3,60,7.0,16,64
490.97,3.8,90,6.6,4,256
1923.19,4.1,144,6.6,12,512
1691.26,3.2,60,7.1,16,128
537.89,3.3,120,6.1,16,256
1638.65,5.0,165,7.4,8,128
1782.63,3.2,120,6.7,12,128
1790.27,3.2,90,7.2,12,512
680.36,3.7,120,5.6,8,128
769.91,4.8,120,6.4,4,128
1058.21,4.5,120,5.4,12,128
1478.03,3.5,60,7.0,8,512
488.35,3.5,144,7.0,6,512
469.31,4.2,144,6.4,6,1024
155.62,3.2,165,7.3,4,128
1200.56,4.5,120,5.7,4,512
976.66,4.5,165,5.6,4,512
922.35,4.3,90,6.9,12,64
479.75,3.4,120,7.2,12,512
1282.77,3.3,165,5.4,4,1024
694.68,3.5,60,5.4,4,64
1308.64,4.9,90,6.5,4,128
529.25,4.6,120,6.9,6,1024
1552.02,4.4,120,6.1,8,128
1132.6,3.1,60,6.1,12,256
1287.12,4.2,144,7.0,12,64
1205.12,3.5,120,5.7,6,256
310.37,4.1,120,5.3,6,512
1905.87,4.5,90,6.9,12,64
1858.46,3.3,90,5.8,16,1024
1265.25,5.0,90,6.1,6,64
1252.75,4.3,144,7.4,8,128
759.01,3.9,120,5.5,8,512
1306.62,3.2,90,5.1,6,64
1933.68,4.2,60,6.9,8,256
1547.88,3.9,144,5.5,8,1024
1705.07,3.9,120,5.2,12,256
1836.7,4.9,120,5.1,4,1024
720.35,5.0,90,6.4,8,1024
279.38,3.8,90,6.2,6,64
818.55,4.8,165,6.3,4,512
707.32,4.7,144,6.1,12,64
746.45,4.0,90,7.4,6,64
1811.51,3.8,144,6.7,16,1024
1328.37,3.5,165,7.1,12,128
874.9,3.9,90,6.8,6,64
987.59,3.0,60,7.1,6,64
773.33,4.7,60,5.4,8,256
682.51,3.9,165,5.1,16,256
188.01,4.1,144,5.4,8,512
1824.62,3.2,60,5.3,8,64
1016.36,4.4,120,5.1,6,128
1982.27,3.7,90,5.3,12,512
484.1,3.9,144,7.3,6,1024
880.73,3.9,144,5.5,6,512
539.91,4.2,144,7.0,12,256
453.46,4.5,120,7.2,4,256
1213.06,3.9,90,6.9,16,128
926.79,3.5,144,5.5,4,64
1433.24,4.2,90,6.7,6,1024
323.43,3.7,165,7.0,12,128
159.24,3.3,165,6.8,4,512
1521.31,4.9,90,5.7,6,1024
744.59,3.7,144,5.7,8,512
284.64,3.8,120,5.4,4,512
172.14,3.1,120,5.8,8,128
1070.86,3.2,60,5.8,16,64
1825.18,3.7,120,7.3,6,1024
1658.2,3.2,144,6.2,8,128
693.01,3.6,144,5.8,6,1024
1417.82,3.4,60,5.1,4,256
174.79,4.5,60,6.2,16,128
1960.56,4.0,60,5.1,8,128
646.16,4.6,144,6.9,8,256
634.0,4.3,60,6.5,4,64
1207.19,3.8,144,5.3,8,512
187.32,4.3,60,7.1,12,128
214.98,4.5,120,6.5,4,256
860.38,3.3,60,5.1,8,64
1510.67,4.8,120,5.2,8,64
1330.22,3.4,90,5.5,12,256
844.12,3.1,144,5.7,12,256
1409.34,3.9,165,6.9,16,64
650.64,4.7,120,5.5,16,64
661.92,3.2,165,5.4,8,256
642.89,4.2,60,7.3,8,128
1320.46,4.6,165,5.1,6,1024
1127.28,3.4,165,6.0,8,512
917.08,3.2,144,5.3,6,256
1834.46,3.0,60,7.4,8,128
1091.85,4.4,90,6.8,16,1024
1171.14,4.5,60,7.1,16,64
1185.15,3.8,120,6.2,12,64
897.91,4.9,60,6.2,12,512
1279.01,3.6,120,6.0,4,256
840.04,4.6,60,5.1,12,1024
296.64,4.6,120,5.4,12,256
515.7,4.6,60,6.7,6,128
535.19,4.6,120,6.4,4,512
421.7,4.0,144,5.7,8,128
1252.64,4.2,90,7.0,8,512
1231.5,4.0,90,6.8,4,512
1860.71,4.1,165,7.2,8,1024
462.34,4.7,144,7.0,12,1024
1415.86,4.1,60,6.8,4,128
780.05,4.8,165,5.2,12,512
244.76,5.0,90,6.6,8,512
248.8,4.7,144,7.2,4,128
1753.43,4.8,90,5.1,8,512
1359.58,3.5,165,6.6,4,512
1837.07,3.6,165,6.2,4,512
519.86,4.8,165,5.8,8,64
916.38,3.8,144,6.5,16,1024
611.84,3.9,90,6.2,8,64
399.94,3.5,90,5.3,16,64
1006.07,3.9,120,7.3,4,64
1394.26,3.6,60,6.5,16,512
500.15,4.1,60,7.1,6,512
1998.5,4.0,120,7.2,16,1024
270.25,4.8,90,5.6,12,1024
1272.88,4.3,165,7.4,8,512
1549.19,4.4,165,7.4,4,1024
763.31,3.4,144,7.0,8,128
990.76,4.5,144,6.2,8,512
968.5,3.6,165,7.1,4,128
655.69,4.3,90,5.6,8,1024
1896.52,3.7,90,5.4,4,128
889.96,3.7,144,5.2,16,64
630.17,4.1,120,7.4,6,512
1237.55,5.0,120,5.3,8,128
1339.28,4.3,90,7.3,4,512
1410.43,3.7,165,6.7,8,256
822.19,3.4,144,7.1,4,256
818.11,4.0,60,6.8,16,256
1139.29,4.6,144,6.1,8,512
1709.8,3.5,90,6.4,16,512
728.94,4.5,90,6.7,16,1024
1607.45,3.4,144,6.8,12,128
1116.87,4.9,90,6.1,4,64
277.34,3.2,90,5.1,12,256
1076.36,4.6,60,6.6,4,512
1063.85,3.2,120,6.1,12,1024
427.54,4.5,90,7.0,6,512
1670.61,4.1,90,6.1,16,1024
877.59,3.0,144,5.0,4,128
1320.84,3.7,144,6.1,16,1024
592.0,4.3,120,7.1,16,256
1552.71,4.8,60,6.7,16,1024
1640.23,3.4,120,5.4,16,512
199.48,4.4,90,6.9,8,128
1428.25,4.5,165,5.8,4,64
1019.52,3.5,144,6.3,12,64
1284.81,4.6,144,7.1,8,64
1630.85,3.1,60,5.6,16,256
198.38,3.6,165,6.8,8,128
321.82,4.3,144,7.5,6,128
557.69,3.3,165,7.2,6,64
419.36,4.8,120,6.4,6,128
1305.47,4.6,120,6.1,6,128
1483.68,4.1,144,7.0,16,1024
506.52,3.6,144,7.2,6,512
871.94,5.0,120,7.1,4,64
749.93,4.1,90,7.3,16,1024
1675.38,3.4,90,5.0,6,64
1738.2,3.1,60,7.3,16,256
409.56,3.6,165,7.5,4,1024
1486.78,4.3,144,5.1,12,256
1456.95,4.3,144,7.2,8,256
1772.77,3.3,120,5.5,4,64
360.57,4.0,60,6.0,4,64
411.83,3.8,120,6.8,4,64
1194.17,3.6,90,6.3,4,256
175.01,4.9,60,5.8,4,128
198.17,4.2,120,5.1,16,512
1430.94,4.8,60,5.3,16,128
1294.43,4.7,60,5.5,8,1024
1597.12,3.7,60,5.2,4,1024
1300.69,4.5,144,7.2,6,512
1179.83,4.1,165,7.3,12,128
518.65,5.0,60,5.4,16,256
691.61,3.7,90,5.5,12,256
1116.35,3.1,90,6.1,12,256
203.37,4.9,90,6.4,16,1024
732.39,4.2,120,6.2,8,256
671.04,3.3,60,5.9,4,128
367.23,4.5,60,7.3,16,128
332.33,4.8,90,7.4,16,64
691.86,3.3,60,6.6,6,128
672.06,4.9,165,7.1,6,256
1640.62,4.1,120,7.5,6,1024
1067.76,3.2,90,5.3,6,64
1578.75,4.1,165,5.3,8,1024
1911.73,4.0,90,5.0,6,256
1725.6,3.6,120,5.8,16,256
550.14,4.3,60,6.5,8,256
997.29,4.9,120,5.0,6,128
1788.29,3.8,90,7.0,12,64
290.71,4.9,60,6.9,12,64
162.46,4.7,90,6.4,4,128
1428.83,4.5,90,7.4,12,256
1897.27,4.5,120,5.4,12,1024
1500.04,3.3,144,7.1,4,512
1600.49,4.0,60,7.2,6,512
523.55,3.1,60,7.4,4,128
982.25,3.6,120,5.5,4,512
850.18,4.0,120,5.6,16,64
1109.65,3.7,165,6.5,4,128
513.75,3.1,165,5.5,6,256
1942.43,3.8,144,5.3,6,64
1563.65,3.6,144,6.0,6,256
786.17,3.0,144,7.1,4,1024
822.67,3.9,120,7.4,6,256
1731.64,4.0,144,7.0,4,256
1022.75,3.4,60,5.1,6,512
765.34,3.3,120,6.0,12,64
1035.23,3.9,144,6.9,12,1024
738.82,3.7,60,5.6,4,1024
1990.2,3.2,144,6.1,8,128
1859.14,5.0,165,7.2,16,256
1738.78,4.2,120,5.9,4,128
1505.02,3.2,60,6.8,6,128
735.89,3.8,60,7.5,8,128
1178.31,4.3,60,7.2,12,1024
1751.25,4.6,144,5.2,6,256
1155.57,3.3,90,5.2,6,256
1787.25,4.7,144,5.1,12,1024
1861.9,3.9,144,6.3,6,64
884.1,4.7,90,5.4,8,1024
963.85,3.1,144,7.0,16,64
706.25,4.4,60,7.4,8,512
567.78,4.1,144,6.5,6,1024
1428.99,3.8,144,7.0,4,512
1037.76,4.6,120,5.3,4,256
1040.77,3.9,144,6.7,12,512
495.97,4.7,165,6.5,16,1024
1244.23,3.6,144,6.5,4,512
1039.84,3.5,144,6.6,12,64
607.02,4.1,90,5.5,16,64
1287.8,3.8,60,7.3,8,512
734.5,4.8,60,7.4,16,512
335.5,4.2,60,6.4,8,256
1383.64,3.1,120,5.7,16,512
1918.26,3.7,165,6.7,4,1024
248.68,3.2,60,5.0,8,256
1554.29,4.1,165,7.1,4,128
370.26,3.1,60,5.3,6,128
